code UAI;n° SIRET;type d'établissement;nom;sigle;statut;tutelle;université de rattachement libellé et UAI;université de rattachement ID et URL Onisep;établissements liés libellés;établissements liés URL et ID Onisep;boîte postale;adresse;CP;commune;commune (COG);cedex;telephone;arrondissement;département;académie;région;région (COG);longitude (X);latitude (Y);journées portes ouvertes;langues enseignées;URL et ID Onisep;date création;date de modification
0754475G;19750475600010;lycée général, technologique ou polyvalent;Lycée polyvalent Léonard de Vinci;;public;Ministère chargé de l'Éducation nationale;;;;;;20 rue Bourseul;75015;Paris;75100;;01 53 68 05 25;15;Paris;Paris;Ile-de-France;11;2.30218;48.8384;;Anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.17639;06/06/2020;10/06/2026
0740092Y;43868938200044;lycée général, technologique ou polyvalent;Lycée polyvalent privé Sainte-Famille - ESCR;;privé sous contrat;Ministère chargé de l'Éducation nationale;;;Collège privé Sainte-Marie à La Roche-sur-Foron (74) | Lycée professionnel privé Cecam à Saint-Jeoire (74) | Sup Arve - ESCR le Pyramide - site de la Roche sur Foron à La Roche-sur-Foron (74);https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18239 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4114 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.22547;BP 147;261 avenue des Voirons;74805;La Roche-sur-Foron;74224;Cedex;04 50 03 17 17;;Haute-Savoie;Grenoble;Auvergne-Rhône-Alpes;84;6.29837;46.0735;;Allemand, Anglais, Espagnol, Italien, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5926;06/06/2020;13/01/2026
0761718E;62050118900034;lycée général, technologique ou polyvalent;Lycée général privé Rey;;privé sous contrat;Ministère chargé de l'Éducation nationale;;;;;;4342 route de Neufchâtel;76230;Bois-Guillaume;76108;;02 35 71 40 63;;Seine-Maritime;Normandie;Normandie;28;1.12948;49.478;;Allemand, Anglais, Chinois, Espagnol, Italien, Langues et cultures de l'Antiquité : grec, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10562;06/06/2020;27/11/2025
0931613Y;19931613400014;lycée général, technologique ou polyvalent;Lycée Louise Michel;;public;Ministère chargé de l'Éducation nationale;;;;;;70 avenue Jean Jaurès;93000;Bobigny;93008;;01 48 10 22 44;;Seine-Saint-Denis;Créteil;Ile-de-France;11;2.44155;48.9023;;Allemand, Anglais, Espagnol, Italien, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.873;06/06/2020;28/02/2023
0850130E;32548695900027;lycée général, technologique ou polyvalent;Lycée polyvalent Notre-Dame du Roc;;privé sous contrat;Ministère chargé de l'Éducation nationale;;;;;CS 80023;Rue Charlemagne;85035;La Roche-sur-Yon;85191;Cedex;02 51 47 74 74;;Vendée;Nantes;Pays de la Loire;52;-1.42014;46.6848;;Allemand, Anglais, Espagnol, Italien;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15406;06/06/2020;24/11/2025
0741532N;19740011200011;lycée général, technologique ou polyvalent;Lycée général et technologique de l'Albanais;;public;Ministère chargé de l'Éducation nationale;;;;;BP 102;Rue du Lycée;74152;Rumilly;74225;Cedex;04 50 01 56 20;;Haute-Savoie;Grenoble;Auvergne-Rhône-Alpes;84;5.93351;45.8702;;Allemand, Anglais, Espagnol, Italien, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14005;06/06/2020;06/11/2025
0860903P;78156432300017;lycée général, technologique ou polyvalent;Lycée privé l'Union Chrétienne;;privé sous contrat;Ministère chargé de l'Éducation nationale;;;Collège privé de filles Union chrétienne de Saint-Chaumond à Poitiers (86) | Collège privé de garçons Union chrétienne de Saint-Chaumond à Poitiers (86);https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5671 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16804;BP 429;2 place Sainte-Croix;86011;Poitiers;86194;Cedex;05 49 41 32 59;;Vienne;Poitiers;Nouvelle-Aquitaine;75;0.349948;46.5793;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : grec, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7264;06/06/2020;06/01/2026
0820016X;19820016400012;lycée général, technologique ou polyvalent;Lycée général François Mitterrand;;public;Ministère chargé de l'Éducation nationale;;;Collège François Mitterrand à Moissac (82);https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10125;BP 306;Boulevard du Lycée;82201;Moissac;82112;Cedex;05 63 04 05 83;;Tarn-et-Garonne;Toulouse;Occitanie;76;1.09297;44.1046;;Anglais, Espagnol, Italien, Langues et cultures de l'Antiquité : latin, Occitan;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4242;06/06/2020;16/02/2026
0511135G;80104199700017;lycée général, technologique ou polyvalent;Lycée Notre-Dame Saint-Victor;;privé sous contrat;Ministère chargé de l'Éducation nationale;;;Collège Notre-Dame Saint-Victor à Epernay (51) | Lycée professionnel Sainte-Marie à Epernay (51);https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8238 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8384;;11 rue Jean Chandon Moet;51200;Epernay;51230;;03 26 54 43 98;;Marne;Reims;Grand Est;44;3.9581339;49.0426354;;Allemand, Anglais, Chinois, Espagnol;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16066;06/06/2020;26/02/2025
0061642C;20000152700015;lycée général, technologique ou polyvalent;Lycée international de Valbonne;;public;Ministère chargé de l'Éducation nationale;;;Collège international à Valbonne (06);https://www.onisep.fr/http/redirection/etablissement/slug/ENS.17791;BP 97;190 rue Frédéric Mistral;06902;Valbonne;06152;Cedex;04 92 96 52 00;;Alpes-Maritimes;Nice;Provence-Alpes-Côte d'Azur;93;7.04234;43.6199;;Allemand, Américain, Anglais, Arabe, Chinois, Espagnol, Italien, Langues et cultures de l'Antiquité : grec, Langues et cultures de l'Antiquité : latin, Russe;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4198;06/06/2020;13/02/2026
0370995F;19370995300015;collège;Collège Pierre de Ronsard;;public;Ministère chargé de l'Éducation nationale;;;;;;Rue de Fontenelle;37140;Bourgueil;37031;;02 47 97 72 88;;Indre-et-Loire;Orléans-Tours;Centre-Val de Loire;24;0.173;47.2831;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4629;06/06/2020;30/03/2026
0840699D;19840699300016;collège;Collège Paul Éluard;;public;Ministère chargé de l'Éducation nationale;;;;;BP 96;83 rue Honoré Daumier;84503;Bollène;84019;Cedex;04 90 30 55 04;;Vaucluse;Aix-Marseille;Provence-Alpes-Côte d'Azur;93;4.74529;44.2755;;Allemand, Anglais, Espagnol, Italien, Langues et cultures de l'Antiquité : grec, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12546;06/06/2020;13/10/2025
0830832D;19830832200017;collège;Collège Marcel Rivière;;public;Ministère chargé de l'Éducation nationale;;;;;BP 10123;88 chemin du Plan du Pont;83407;Hyères;83069;Cedex;04 94 12 11 50;;Var;Nice;Provence-Alpes-Côte d'Azur;93;6.15658;43.1297;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin, Langues et cultures européennes : espagnol, Langues et cultures régionales : occitan - langue d’oc provençal;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5165;06/06/2020;23/02/2024
0460529A;19460529100013;lycée professionnel;Lycée professionnel des métiers hôteliers Quercy Périgord;LP;public;Ministère chargé de l'Éducation nationale;;;;;BP 90006;17 avenue Roger Couderc;46200;Souillac;46309;;05 65 27 03 00;;Lot;Toulouse;Occitanie;76;1.47062;44.8955;;Allemand, Anglais, Espagnol;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3885;06/06/2020;21/04/2026
0754965P;78477860700027;lycée général, technologique ou polyvalent;Lycée privé Lucien de Hirsch;;privé sous contrat;Ministère chargé de l'Éducation nationale;;;;;;68-70 avenue Secrétan;75019;Paris;75100;;01 42 08 84 14;19;Paris;Paris;Ile-de-France;11;2.3770307541891;48.879554038195;;Anglais, Espagnol, Hébreu moderne;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10513;06/06/2020;23/02/2026
0690046A;19690046800014;lycée professionnel;Lycée professionnel Louise Labé;;public;Ministère chargé de l'Éducation nationale;;;;;;65 boulevard Yves Farge;69007;Lyon;69380;;04 78 72 12 34;07;Rhône;Lyon;Auvergne-Rhône-Alpes;84;4.83135;45.7397;;Anglais, Espagnol;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18847;06/06/2020;24/11/2025
0641665M;51320733200018;lycée professionnel;Lycée professionnel privé le Beau Rameau;;privé sous contrat;Ministère chargé de l'Éducation nationale;;;Collège privé Le Beau Rameau à Lestelle-Bétharram (64) | Lycée privé Le Beau Rameau à Igon (64);https://www.onisep.fr/http/redirection/etablissement/slug/ENS.895 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8987;;45 avenue du Pic du Midi;64800;Igon;64270;;05 59 92 99 10;;Pyrénées-Atlantiques;Bordeaux;Nouvelle-Aquitaine;75;-0.231315;43.1583;;Anglais, Espagnol;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13827;06/06/2020;19/06/2026
0630061Z;19630061000017;lycée professionnel;Lycée professionnel Desaix;;public;Ministère chargé de l'Éducation nationale;;;;;BP 19;Le Mas Boutin;63700;Saint-Eloy-les-Mines;63338;;04 73 85 40 44;;Puy-de-Dôme;Clermont-Ferrand;Auvergne-Rhône-Alpes;84;2.81924;46.1613;;Anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6470;06/06/2020;07/11/2025
0350026N;19350026100014;lycée général, technologique ou polyvalent;Lycée Jean Macé;;public;Ministère chargé de l'Éducation nationale;;;;;BP 90431;10 rue Jean Macé;35704;Rennes;35238;Cedex 07;02 99 87 91 30;;Ille-et-Vilaine;Rennes;Bretagne;53;-1.6703;48.1171;;Allemand, Anglais, Breton, Chinois, Espagnol, Italien, Langues et cultures de l'Antiquité : latin, Russe;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6012;06/06/2020;20/11/2025
0230020X;19230020000016;lycée général, technologique ou polyvalent;Lycée Pierre Bourdan;;public;Ministère chargé de l'Éducation nationale;;;;;BP 19;10 place Molière;23011;Guéret;23096;Cedex;05 55 41 70 00;;Creuse;Limoges;Nouvelle-Aquitaine;75;1.8717273948284;46.171351928734;;Allemand, Anglais, Espagnol, Italien, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15061;06/06/2020;09/01/2026
0251980S;77833721200014;maison familiale rurale;Maison familiale rurale de Pierrefontaine-Les-Varans;MFR;privé sous contrat;Ministère de l'agriculture, de l'agro-alimentaire et de la souveraineté alimentaire;;;Maison familiale rurale d'Orchamps-Vennes à Orchamps-Vennes (25);https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15923;;1 rue du Pré;25510;Pierrefontaine-les-Varans;25453;;03 81 56 04 05;;Doubs;Besançon;Bourgogne-Franche-Comté;27;6.5382952;47.2138865;;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.25347;19/09/2025;25/09/2025
0530828M;78627058700011;maison familiale rurale;MFR de Saint-Berthevin;;privé sous contrat;Ministère de l'agriculture, de l'agro-alimentaire et de la souveraineté alimentaire;;;;;;Rue Jean Cottereau;53940;Saint-Berthevin;53201;;02 43 69 25 53;;Mayenne;Nantes;Pays de la Loire;52;-0.831317;48.0653;;Anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8121;06/06/2020;04/03/2026
9741231V;20002219200021;lycée général, technologique ou polyvalent;Lycée polyvalent Marie Curie;;public;Ministère chargé de l'Éducation nationale;;;;;BP 126;81 rue Roger Dijoux;97437;Saint-Benoît;97410;;02 62 94 46 46;;La Réunion;La Réunion;La Réunion;04;55.739522;-21.077533;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18468;06/06/2020;09/01/2026
0442779G;77568879900912;lycée agricole;Lycée professionnel agricole privé Daniel Brottier;LPAP;privé sous contrat;Ministère de l'agriculture, de l'agro-alimentaire et de la souveraineté alimentaire;;;;;;1 allée Daniel Brottier;44830;Bouaye;44018;;02 40 32 51 90;;Loire-Atlantique;Nantes;Pays de la Loire;52;-1.67591;47.1613;;Anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10176;06/06/2020;26/06/2026
0330022V;19330022500011;lycée général, technologique ou polyvalent;Lycée Montesquieu;;public;Ministère chargé de l'Éducation nationale;;;;;BP 20084;4-5 place de Longchamps, Fondaudège;33029;Bordeaux;33063;;05 57 87 41 60;;Gironde;Bordeaux;Nouvelle-Aquitaine;75;-0.581996;44.8503;;Allemand, Anglais, Espagnol, Grec moderne, Italien, Langues et cultures de l'Antiquité : grec, Langues et cultures de l'Antiquité : latin, Occitan;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6739;06/06/2020;05/11/2025
0460750R;42384709400061;centre de formation d'apprentis;Pôle Formation UIMM Occitanie site de Figeac - Cambes;;privé;;;;Pôle Formation UIMM Occitanie site de Bagnols sur Cèze - Laudun l'Ardoise à Laudun (30) | Pôle Formation UIMM Occitanie site de Montpellier - Baillargues à Baillargues (34) | Pôle Formation UIMM Occitanie site de Toulouse - Beauzelle à Beauzelle (31);https://www.onisep.fr/http/redirection/etablissement/slug/ENS.19639 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16729 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15192;;76 allée Marie Marvingt, Parc d'Activités Quercypôle;46100;Cambes;46051;;05 65 47 79 79;;Lot;Toulouse;Occitanie;76;1.9394731833924;44.62730415;;Anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.22701;09/05/2022;31/03/2025
0420073B;19420073900010;lycée professionnel;Lycée professionnel Jacob Holtzer;;public;Ministère chargé de l'Éducation nationale;;;Lycée Jacob Holtzer à Firminy (42);https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3162;BP 170;5 rue Michelet;42704;Firminy;42095;Cedex;04 77 10 17 30;;Loire;Lyon;Auvergne-Rhône-Alpes;84;4.29193;45.3879;;Anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10549;06/06/2020;06/02/2026
0921505L;19921505400016;lycée professionnel;Lycée professionnel Louis Dardenne;;public;Ministère chargé de l'Éducation nationale;;;;;;25 rue Louis Dardenne;92170;Vanves;92075;;01 47 36 34 07;;Hauts-de-Seine;Versailles;Ile-de-France;11;2.28801;48.8202;;Anglais, Espagnol;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12348;06/06/2020;23/01/2025
0492432C;78611731700051;lycée professionnel;Lycée professionnel privé Joseph Wresinski;;privé sous contrat;Ministère chargé de l'Éducation nationale;;;;;;10 rue Valentin Haüy;49100;Angers;49007;;02 52 09 41 01;;Maine-et-Loire;Nantes;Pays de la Loire;52;-0.557319;47.484555;;Allemand, Anglais, Espagnol;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.19337;06/06/2020;17/02/2026
0620043K;19620043000011;lycée professionnel;Lycée professionnel Salvador Allende;;public;Ministère chargé de l'Éducation nationale;;;;;BP 818;396 rue de l'Université;62408;Béthune;62119;Cedex;03 21 68 77 11;;Pas-de-Calais;Lille;Hauts-de-France;32;2.64928;50.5218;;Anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12975;06/06/2020;07/02/2025
0490840X;78834821700043;lycée général, technologique ou polyvalent;Lycée polyvalent Bourg Chevreau Sainte-Anne;;privé sous contrat;Ministère chargé de l'Éducation nationale;;;;;;7 rue du 8 Mai 1945;49504;Segré-en-Anjou-Bleu;49331;Cedex;02 41 92 28 52;;Maine-et-Loire;Nantes;Pays de la Loire;52;-0.873623;47.6805;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13484;06/06/2020;21/04/2026
0100003Z;19100003300016;lycée général, technologique ou polyvalent;Lycée Polyvalent Gaston Bachelard;;public;Ministère chargé de l'Éducation nationale;;;Collège Gaston Bachelard à Bar-sur-Aube (10);https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3305;BP 112;33 rue Gaston Bachelard;10202;Bar-sur-Aube;10033;Cedex;03 25 92 35 35;;Aube;Reims;Grand Est;44;4.70321;48.2285;;Allemand, Anglais, Espagnol;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16078;06/06/2020;17/02/2026
0830184Z;19060793700041;lycée agricole;Lycée professionnel agricole les Magnanarelles;;public;Ministère de l'agriculture, de l'agro-alimentaire et de la souveraineté alimentaire;;;;;;1 route Sainte-Cécile;83460;Les Arcs;83004;;04 98 10 40 10;;Var;Nice;Provence-Alpes-Côte d'Azur;93;6.48318;43.4654;;Anglais, Espagnol;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5906;06/06/2020;18/06/2026
0450107X;77548619400019;lycée général, technologique ou polyvalent;Lycée polyvalent privé Saint-Louis;;privé sous contrat;Ministère chargé de l'Éducation nationale;;;Collège privé Saint-Louis à Montargis (45);https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4061;CS 80360;3 place du Château;45125;Montargis;45208;Cedex;02 38 95 06 30;;Loiret;Orléans-Tours;Centre-Val de Loire;24;2.7276;47.9988;;Allemand, Anglais, Espagnol;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9637;06/06/2020;11/12/2024
0772153X;78496247400010;lycée général, technologique ou polyvalent;Lycée technologique Jean Rose - secteur tertiaire, sanitaire et social;;privé sous contrat;Ministère chargé de l'Éducation nationale;;;Lycée professionnel Jean Rose - secteur tertiaire, sanitaire et social à Meaux (77);https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7451;;20 rue de Châage;77109;Meaux;77284;Cedex 09;01 60 09 88 50;;Seine-et-Marne;Créteil;Ile-de-France;11;2.881023;48.966634;;Allemand, Anglais, Espagnol;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15903;06/06/2020;21/01/2025
0870119G;19870119500010;lycée professionnel;Lycée professionnel Raoul Dautry;;public;Ministère chargé de l'Éducation nationale;;;Lycée Raoul Dautry à Limoges (87);https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12792;;14 rue du Puy Imbert;87036;Limoges;87085;Cedex;05 55 33 46 82;;Haute-Vienne;Limoges;Nouvelle-Aquitaine;75;1.2777;45.8381;;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4075;06/06/2020;28/04/2026
0330114V;19330114000029;lycée professionnel;Lycée professionnel Paul Broca;;public;Ministère chargé de l'Éducation nationale;;;Lycée Élisée Reclus à Sainte-Foy-la-Grande (33);https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9391;BP 69;7 avenue de Verdun;33220;Sainte-Foy-la-Grande;33402;;05 57 41 92 50;;Gironde;Bordeaux;Nouvelle-Aquitaine;75;0.214613;44.8381;;Anglais, Espagnol;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16625;06/06/2020;05/11/2025
0150022T;19150022200010;lycée professionnel;Lycée professionnel Joseph Constant;;public;Ministère chargé de l'Éducation nationale;;;;;BP 49;3 rue de la Coste;15300;Murat;15138;;04 71 20 05 20;;Cantal;Clermont-Ferrand;Auvergne-Rhône-Alpes;84;2.86106;45.11;;Anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4682;06/06/2020;07/11/2025
0420996E;77635604000043;lycée professionnel;Lycée professionnel Sainte-Marie la Grand'Grange;;privé sous contrat;Ministère chargé de l'Éducation nationale;;;Lycée Sainte-Marie - la Grand'Grange à Saint-Chamond (42);https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6980;;Rue Montdragon;42400;Saint-Chamond;42207;;04 77 22 04 71;;Loire;Lyon;Auvergne-Rhône-Alpes;84;4.50991;45.478;;Anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11593;06/06/2020;19/02/2026
0560101F;77786396000038;lycée général, technologique ou polyvalent;Lycée Saint-Louis;;privé sous contrat;Ministère chargé de l'Éducation nationale;;;Collège Saint-Louis à Lorient (56) | Lycée Notre-Dame de la Paix à Ploemeur (56) | Lycée professionnel Notre-Dame de la Paix à Ploemeur (56);https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16501 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5961 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8621;BP 215;5 rue Pérault;56102;Lorient;56121;Cedex;02 97 84 13 84;;Morbihan;Rennes;Bretagne;53;-3.36245;47.7444;;Allemand, Anglais, Chinois, Espagnol, Japonais, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15956;06/06/2020;04/12/2025
9760453N;81078507100012;maison familiale rurale;Maison familiale rurale de Chirongui;MFR;privé sous contrat;Ministère de l'agriculture, de l'agro-alimentaire et de la souveraineté alimentaire;;;;;;Rue PPF de Malamani;97620;Chirongui;97606;;02 69 61 09 33;;Mayotte;Mayotte;Mayotte;06;45.160397;-12.920453;;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.17134;06/06/2020;04/03/2026
0550960V;32252047900013;maison familiale rurale;Maison familiale rurale-CFA;MFR;privé sous contrat;Ministère de l'agriculture, de l'agro-alimentaire et de la souveraineté alimentaire;;;;;;4 rue des Lilas;55700;Stenay;55502;;03 29 80 31 78;;Meuse;Nancy-Metz;Grand Est;44;5.19323;49.4942;;Anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3576;06/06/2020;04/03/2026
0440177D;78607119100021;lycée général, technologique ou polyvalent;Lycée Saint-Louis;;privé sous contrat;Ministère chargé de l'Éducation nationale;;;;;BP 284;10 boulevard Albert 1er;44616;Saint-Nazaire;44184;Cedex;02 51 76 60 20;;Loire-Atlantique;Nantes;Pays de la Loire;52;-2.21929;47.2685;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8563;06/06/2020;15/10/2025
0312559N;39293097000034;maison familiale rurale;Maison familiale rurale - Toulouse Nord;MFR;privé;Ministère de l'agriculture, de l'agro-alimentaire et de la souveraineté alimentaire;;;;;;2 impasse de la Saudrune;31140;Launaguet;31282;;05 34 27 69 70;;Haute-Garonne;Toulouse;Occitanie;76;1.44616;43.6747;;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15201;06/06/2020;04/03/2026
;31172039500020;maison familiale rurale;Maison familiale rurale du Ribéracois - site de Siorac;MFR CFA;privé sous contrat;Ministère de l'agriculture, de l'agro-alimentaire et de la souveraineté alimentaire;;;Maison familiale rurale du Ribéracois - site de Vanxains à Vanxains (24);https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9871;;4 route de la Gare;24600;Siorac-de-Ribérac;24537;;05 53 91 94 94;;Dordogne;Bordeaux;Nouvelle-Aquitaine;75;0.3563832;45.2028218;;Anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15281;06/06/2020;09/06/2026
;;micro-lycée;Micro-lycée Pablo Picasso;;public;Ministère chargé de l'Éducation nationale;;;Lycée polyvalent Pablo Picasso à Perpignan (66);https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10318;;120 avenue du Général Jean Gilles;66028;Perpignan;66136;;04 68 50 04 13;;Pyrénées-Orientales;Montpellier;Occitanie;76;2.9263969;42.6972085;;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.17246;06/06/2020;08/01/2026
0550047C;77561619600033;lycée général, technologique ou polyvalent;Lycée Saint-Louis;;privé sous contrat;Ministère chargé de l'Éducation nationale;;;;;;28 rue Voltaire;55000;Bar-le-Duc;55029;;03 29 79 02 88;;Meuse;Nancy-Metz;Grand Est;44;5.16138;48.7718;;Allemand, Anglais, Espagnol, Italien, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1761;06/06/2020;04/03/2026
0291843W;32322209100015;maison familiale rurale;Maison familiale rurale;MFR;privé sous contrat;Ministère de l'agriculture, de l'agro-alimentaire et de la souveraineté alimentaire;;;CFTA de l'Abbaye de Montfort-sur-Meu à Montfort-sur-Meu (35) | Maison familiale rurale à Questembert (56) | Maison familiale rurale à Guilliers (56) | Maison familiale rurale à Saint-Méen-le-Grand (35) | Maison familiale rurale à Plérin (22) | Maison familiale rurale à Elliant (29) | Maison familiale rurale à Pleyben (29) | Maison familiale rurale à Plounévez-Lochrist (29) | Maison familiale rurale à Saint-Renan (29) | Maison familiale rurale à Baulon (35) | Maison familiale rurale à Fougères (35) | Maison familiale rurale à Goven (35) | Maison familiale rurale à Guipry-Messac (35) | Maison familiale rurale à Janzé (35) | Maison familiale rurale à Saint-Symphorien (35) | Maison familiale rurale - CFA à Saint-Aubin-d'Aubigné (35) | Maison familiale rurale - CFA à Loudéac (22) | Maison familiale rurale - CFA à Montauban-de-Bretagne (35) | Maison familiale rurale Formations Compétences Bretagne Centre à Lamballe-Armor (22) | Maison familiale rurale horticole à Saint-Grégoire (35) | Maison familiale rurale - IREO à Lesneven (29) | Maison familiale rurale Plabennec - Ploudaniel à Plabennec (29) | Maison familiale rurale Plabennec - Ploudaniel à Ploudaniel (29) | Maison familiale rurale - Rumengol à Le Faou (29) | Maison familiale urbaine à Saint-Grégoire (35);https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3187 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11818 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13926 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8073 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5991 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11814 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16129 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6560 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9848 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14399 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11812 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5392 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6314 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18296 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9432 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11319 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2350 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11817 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.24680 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15532 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16467 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2699 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16043 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6004 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16978;;41 rue Georges Clemenceau;29400;Landivisiau;29105;;02 98 68 02 24;;Finistère;Rennes;Bretagne;53;-4.06781;48.5077;;Anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2228;06/06/2020;25/02/2026
